"","X","year","schoolcode","Candidates_2013","Passed_2013","Average_Marks_2013","Change_Average_Marks_2013","Band_2013","Rank_2013","Candidates_2014","Passed_2014","Average_Marks_2014","Change_Average_Marks_2014","Band_2014","Rank_2014","Candidates_2012","Passed_2012","Average_Marks_2012","Average_Marks_2011","Change_Average_2012","","Band_2011","Rank_2012","Rank_2011","Candidates_2011","Passed_2011","Schoolname","Identifier","Schoolproject_description","Schoolprojects_Students_Total","Schoolprojects_Boys","Schoolprojects_Girls","Schoolproject_happened","Project_2013","Project_2014","Bonanza_sum","Bonanza_2012","Bonanza_2013","Bonanza_2014","WS1","WS2","WS3","WS4","WS5","WS6","WS7","WS8","WS9","WS10","WS11","WS12","WS13","WS19","WS20","WS21","WS22","WS23","WS24","WS25","WS26","WS27","WS28","WS29","WS30","WS31","WS32","SUM.WORKSHOPS","WS.2010","WS.2011","WS.2012","WS.2013","WS.2014","WS.2015","student_sex_binary","Region","english_grade_numeric","science_grade_numeric","kiswahili_grade_numeric","maarifa_grade_numeric","hisabati_grade_numeric","average_grade_numeric"
"448",448,2013,"P0504176",49,16,92.8,1.63,7,9694,NA,NA,NA,NA,NA,NA,29,8,91.17,134.14,-42.97,7,5,4882,2744,29,27,"RWAKABUNDA  ","KARAGWERWAKABUNDA",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",4,4,4,3,4,4
"449",449,2013,"P0504140",20,4,81.15,0.29,7,13048,NA,NA,NA,NA,NA,NA,14,2,80.86,121.65,-40.79,7,6,8001,4758,20,17,"RWAKILO  ","KARAGWERWAKILO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"Kagera",5,4,4,4,4,4
"450",450,2013,"P0504125",62,28,98.03,7.84,7,8092,NA,NA,NA,NA,NA,NA,58,21,90.19,105.36,-15.17,7,7,5121,8347,59,36,"RWAKINIHA  ","KARAGWERWAKINIHA",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",4,4,4,4,5,4
"451",451,2013,"P0504177",53,18,95.4,5.06,7,8906,NA,NA,NA,NA,NA,NA,38,14,90.34,120,-29.66,7,6,5086,5101,32,29,"RWAMASHAJU  ","KARAGWERWAMASHAJU",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",3,3,3,3,3,3
"452",452,2013,"P0504107",81,36,101.23,5.31,7,7152,52,25,98.06,-3.17,7,9790,63,30,95.92,133.71,-37.79,7,5,3809,2809,69,60,"RWAMBAIZI  ","KARAGWERWAMBAIZI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"Kagera",4,4,2,3,4,3
"453",453,2013,"P0504126",50,35,110.56,2.11,6,4813,NA,NA,NA,NA,NA,NA,29,18,108.45,144.77,-36.32,6,5,1895,1620,22,22,"RWAMUGURUSI  ","KARAGWERWAMUGURUSI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,"Kagera",4,4,4,4,4,4
"454",454,2013,"P0504127",51,42,120.61,10.92,6,2910,NA,NA,NA,NA,NA,NA,32,25,109.69,132.38,-22.69,6,5,1769,3001,39,37,"RWANDARO  ","KARAGWERWANDARO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",3,3,3,3,3,3
"455",455,2013,"P0504109",64,35,102.98,3.42,7,6649,44,44,152.3,31.69,5,1058,48,22,99.56,133.54,-33.98,7,5,3106,2825,50,41,"RWANYANGO  ","KARAGWERWANYANGO",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",4,4,4,4,4,4
"456",456,2013,"P0504111",64,33,98.27,2.9,7,8016,46,32,106.85,-9.04,6,7243,57,22,95.37,124.24,-28.87,7,6,3918,4272,71,53,"RWELE  ","KARAGWERWELE",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",3,4,3,3,3,3
"457",457,2013,"P0504110",79,58,114.7,8.57,6,3942,21,6,83.67,6.6,7,13531,77,50,106.13,131.3,-25.17,6,5,2137,3151,76,71,"RWENKENDE  ","KARAGWERWENKENDE",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",3,2,3,4,3,3
"458",458,2013,"P0504185",28,3,77.07,13.02,8,13880,NA,NA,NA,NA,NA,NA,39,3,64.05,92.58,-28.53,8,7,13579,11200,31,12,"RWENKORONGO  ","KARAGWERWENKORONGO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,"Kagera",4,4,4,3,4,4
"459",459,2013,"P0504112",63,39,114.37,4.39,6,4001,46,46,216.46,4.96,2,21,90,72,109.98,98.54,11.44,6,7,1740,9887,79,34,"RWENSINGA  ","KARAGWERWENSINGA",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",3,4,3,3,3,3
"460",460,2013,"P0504206",28,22,115.89,-25.32,6,3741,NA,NA,NA,NA,NA,NA,24,24,141.21,NA,NA,5,NA,480,NA,NA,NA,"RWENTUHE  ","KARAGWERWENTUHE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,"Kagera",5,3,3,3,4,3
"461",461,2013,"P0504128",93,51,106.51,9.72,6,5785,NA,NA,NA,NA,NA,NA,80,38,96.79,114.39,-17.6,7,6,3631,6280,75,50,"SONGAMBELE  ","KARAGWESONGAMBELE",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",3,2,3,2,3,3
"462",462,2013,"P0504179",34,34,211.5,16.45,2,23,NA,NA,NA,NA,NA,NA,40,40,195.05,201.47,-6.42,3,3,25,38,36,36,"ST PETER CLAVER  ","KARAGWESTPETERCLAVER",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",1,2,1,1,2,1
"463",463,2013,"P0504134",25,25,204.96,46.58,3,42,NA,NA,NA,NA,NA,NA,39,39,158.38,186,-27.62,4,3,242,167,28,28,"TEGEMEO  ","KARAGWETEGEMEO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,2,2,2,1,1
"464",464,2013,"P0504186",61,20,91.97,7.56,7,9954,NA,NA,NA,NA,NA,NA,46,13,84.41,95.18,-10.77,7,7,6764,10652,84,38,"UMOJA  ","KARAGWEUMOJA",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",2,2,2,2,2,2
"465",465,2013,"P0508001",101,45,93.66,22.85,7,9448,41,34,131.76,38.1,5,2635,104,11,70.81,114.37,-43.56,8,6,11618,6283,75,53,"BUBALE  ","MISSENYIBUBALE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,"Kagera",3,3,2,4,3,3
"466",466,2013,"P0508002",70,29,89.81,31.77,7,10614,55,19,91.67,1.86,7,11562,114,4,58.04,81.99,-23.95,8,7,14745,13116,71,22,"BUCHURAGO  ","MISSENYIBUCHURAGO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,4,3,4,4,4
"467",467,2013,"P0508003",42,20,93.17,2.6,7,9593,31,28,119.39,26.22,6,4394,44,14,90.57,117.24,-26.67,7,6,5044,5668,51,43,"BUGANDIKA I  ","MISSENYIBUGANDIKAI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,4,4,4,4,4
"468",468,2013,"P0508004",53,17,93.19,-1.53,7,9586,30,28,136.03,42.84,5,2189,46,17,94.72,145.02,-50.3,7,5,4053,1594,57,51,"BUGANDIKA II  ","MISSENYIBUGANDIKAII",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",4,4,3,3,4,3
"469",469,2013,"P0508005",85,18,78.12,14.15,8,13684,70,14,82.33,4.21,7,13782,95,6,63.97,154.11,-90.14,8,5,13599,1003,56,53,"BUGANGO  ","MISSENYIBUGANGO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"Kagera",4,4,5,4,4,4
"470",470,2013,"P0508006",22,17,112.05,38.43,6,4470,31,30,136.84,24.79,5,2108,45,6,73.62,104.29,-30.67,8,7,10576,8596,65,37,"BUGOMBE  ","MISSENYIBUGOMBE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Kagera",3,4,3,4,3,3
"471",471,2013,"P0508007",41,27,120.1,55.51,6,2992,35,29,144.17,24.07,5,1532,100,5,64.59,83.34,-18.75,8,7,13429,12906,47,16,"BUGORORA  ","MISSENYIBUGORORA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"Kagera",3,3,4,4,5,4
"472",472,2013,"P0508008",40,25,111.58,31.73,6,4582,34,31,123.26,11.68,6,3718,39,3,79.85,150.55,-70.7,8,5,8369,1209,42,41,"BUKABUYE  ","MISSENYIBUKABUYE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,"Kagera",5,4,3,3,4,4
"473",473,2013,"P0508009",78,59,121.56,36.09,6,2757,47,25,101.68,-19.88,7,8732,68,18,85.47,113.64,-28.17,7,6,6434,6436,80,55,"BUKWALI  ","MISSENYIBUKWALI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Kagera",3,3,2,3,2,3
"474",474,2013,"P0508010",59,25,97.14,32.24,7,8368,26,19,107.73,10.59,6,7001,50,4,64.9,94,-29.1,8,7,13335,10888,83,35,"BULEMBO  ","MISSENYIBULEMBO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"Kagera",4,4,5,5,3,4
"475",475,2013,"P0508011",38,20,105.05,39.61,7,6123,25,16,114.56,9.51,6,5422,45,2,65.44,100.86,-35.42,8,7,13201,9379,28,13,"BULIFANI  ","MISSENYIBULIFANI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"Kagera",4,5,5,5,5,5
"476",476,2013,"P0508012",118,61,102.71,19.59,7,6745,131,102,117.55,14.84,6,4765,150,29,83.12,122.03,-38.91,7,6,7191,4693,124,93,"BUNAZI  ","MISSENYIBUNAZI",NA,NA,NA,NA,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,"Kagera",4,4,3,3,4,4
"477",477,2013,"P0508013",38,25,113.42,39.54,6,4200,18,18,164.67,51.25,4,628,41,4,73.88,158.63,-84.75,8,4,10491,793,43,39,"BUSHAGO  ","MISSENYIBUSHAGO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Kagera",4,2,2,2,2,3
"478",478,2013,"P0508014",58,28,101.12,27.63,7,7176,42,24,101.1,-0.02,7,8910,65,9,73.49,106.77,-33.28,8,6,10639,8019,64,33,"BUYANGO  ","MISSENYIBUYANGO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",3,4,4,3,4,3
"479",479,2013,"P0508015",39,23,112.92,37.23,6,4285,23,22,148.61,35.69,5,1239,39,3,75.69,NA,NA,8,NA,9865,NA,NA,NA,"BWEYUNGE  ","MISSENYIBWEYUNGE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,3,4,5,4,4
"480",480,2013,"P0508016",90,24,87.2,10.03,7,11450,48,47,144.67,57.47,5,1500,82,11,77.17,134.72,-57.55,8,5,9355,2678,65,59,"BYAMUTEMBA  ","MISSENYIBYAMUTEMBA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"Kagera",4,4,3,2,3,3
"481",481,2013,"P0508017",35,8,86.43,-15.79,7,11665,30,27,152.07,65.64,5,1070,36,21,102.22,157.48,-55.26,7,4,2662,841,31,31,"BYEJU  ","MISSENYIBYEJU",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",3,3,3,4,4,3
"482",482,2013,"P0508018",57,13,83.07,9.03,7,12576,25,21,126.8,43.73,6,3200,50,7,74.04,139.37,-65.33,8,5,10433,2140,54,50,"GABULANGA  ","MISSENYIGABULANGA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"Kagera",4,4,3,4,4,4
"483",483,2013,"P0508019",32,27,122.97,27.1,6,2572,26,11,89.92,-33.05,7,12034,31,15,95.87,148.94,-53.07,7,5,3819,1309,35,35,"GERA  ","MISSENYIGERA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,"Kagera",4,2,2,3,3,3
"484",484,2013,"P0508020",38,14,90.39,-0.19,7,10452,30,13,103.37,12.98,7,8225,40,16,90.58,85.38,5.2,7,7,5041,12573,52,16,"GWANKIMBA  ","MISSENYIGWANKIMBA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",5,5,4,5,5,5
"485",485,2013,"P0508021",89,46,104.85,23.43,7,6182,43,41,138.42,33.57,5,1967,81,16,81.42,106.58,-25.16,7,6,7802,8059,113,60,"IGAYAZA  ","MISSENYIIGAYAZA",NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",1,2,1,2,1,1
"486",486,2013,"P0508098",10,10,159.3,NA,4,517,13,13,173.38,14.08,4,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRENE AND REBECA  ","MISSENYIIRENEANDREBECA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,1,1,2,1,1
"487",487,2013,"P0508022",26,9,92.12,20.71,7,9910,42,25,105.4,13.28,7,7641,41,4,71.41,128,-56.59,8,6,11432,3645,46,41,"ISHOZI  ","MISSENYIISHOZI",NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"Kagera",4,3,3,3,4,4
"488",488,2013,"P0508023",67,34,101.3,18.6,7,7133,40,37,123.85,22.63,6,3633,56,12,82.7,121.21,-38.51,7,6,7343,4835,90,71,"ISHUNJU  ","MISSENYIISHUNJU",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",2,3,3,3,3,3
"489",489,2013,"P0508024",26,26,206.54,55.25,2,35,39,39,201.38,-5.16,3,72,17,16,151.29,189.78,-38.49,5,3,316,129,18,18,"JKIBIRA ENG   ","MISSENYIJKIBIRAENG",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",1,1,1,2,1,1
"490",490,2013,"P0508025",27,22,142,6.36,5,1079,26,20,142.19,0.19,5,1660,36,35,135.64,147.06,-11.42,5,5,585,1449,35,32,"KABABALA  ","MISSENYIKABABALA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Kagera",3,4,3,3,3,3
"491",491,2013,"P0508026",39,24,117.59,49.72,6,3419,25,24,135.6,18.01,5,2243,55,6,67.87,92.69,-24.82,8,7,12527,11174,71,28,"KABASHANA  ","MISSENYIKABASHANA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Kagera",4,3,2,3,4,3
"492",492,2013,"P0508027",32,32,163.91,8.81,4,420,18,18,159.33,NA,4,773,42,42,155.1,199.2,-44.1,5,3,268,54,5,5,"KABWOBA ENG ","MISSENYIKABWOBAENG",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",1,4,3,2,4,3
"493",493,2013,"P0508028",40,9,87.47,19,7,11365,43,39,134.09,46.62,5,2391,58,3,68.47,128.85,-60.38,8,6,12345,3509,60,47,"KABYAILE  ","MISSENYIKABYAILE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",5,4,3,4,4,4
"494",494,2013,"P0508029",48,31,111.63,19.77,6,4571,52,51,132.02,20.39,5,2607,63,24,91.86,143.22,-51.36,7,5,4717,1756,50,49,"KAGERA  ","MISSENYIKAGERA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",3,2,2,2,2,2
"495",495,2013,"P0508030",30,15,94.83,5.13,7,9076,21,10,100.05,5.22,7,9207,30,11,89.7,99.67,-9.97,7,7,5251,9642,15,7,"KAJUNGUTI  ","MISSENYIKAJUNGUTI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"Kagera",4,3,3,3,4,3
"496",496,2013,"P0508031",46,28,107.02,30.52,6,5651,55,20,91.89,-15.13,7,11504,46,6,76.5,94.13,-17.63,8,7,9566,10867,78,30,"KAKINDO  ","MISSENYIKAKINDO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"Kagera",2,2,2,3,2,2
"497",497,2013,"P0508032",38,27,111.21,48.53,6,4664,26,20,131.58,20.37,5,2653,50,0,62.68,105.77,-43.09,8,6,13920,8249,30,17,"KAKIRI  ","MISSENYIKAKIRI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,1,"Kagera",4,4,3,4,4,4
"498",498,2013,"P0508033",33,29,127.3,36.6,6,2058,45,35,116.89,-10.35,6,4902,47,18,90.7,91.49,-0.79,7,7,5006,11417,49,16,"KAKUNYU  ","MISSENYIKAKUNYU",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,1,"Kagera",2,3,2,3,3,2
"499",499,2013,"P0508034",39,28,114.13,27.82,6,4046,35,30,123.51,9.38,6,3674,42,9,86.31,126.34,-40.03,7,6,6179,3914,56,52,"KANTARE  ","MISSENYIKANTARE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,"Kagera",3,3,3,3,5,3
"500",500,2013,"P0508035",31,30,132.65,49.65,5,1631,26,23,117.31,-15.34,6,4815,28,6,83,135.32,-52.32,7,5,7224,2607,38,34,"KANYIGO  ","MISSENYIKANYIGO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"Kagera",2,2,2,3,3,2
"501",501,2013,"P0508036",56,38,112.57,43.14,6,4364,55,37,105.45,-7.12,7,7623,86,5,69.43,107.31,-37.88,8,6,12047,7900,74,48,"KARAGALA  ","MISSENYIKARAGALA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,3,3,3,3,3
"502",502,2013,"P0508037",74,36,112.61,37.1,6,4356,47,9,77.13,-35.48,8,14708,57,15,75.51,68.52,6.99,8,8,9933,14578,66,10,"KASHABA  ","MISSENYIKASHABA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,"Kagera",1,3,2,1,3,2
"503",503,2013,"P0508038",53,28,102.66,19.23,7,6753,29,26,135.1,32.44,5,2295,56,14,83.43,131.83,-48.4,7,5,7092,3077,35,27,"KASHAKA  ","MISSENYIKASHAKA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Kagera",3,3,3,2,3,3
"504",504,2013,"P0508039",27,27,132,59.52,5,1677,14,14,147.43,15.43,5,1311,31,6,72.48,110.56,-38.08,8,6,11021,7155,34,20,"KASHAMBYA  ","MISSENYIKASHAMBYA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Kagera",3,4,5,3,3,3
"505",505,2013,"P0508040",41,18,103.66,23.64,7,6470,26,23,124.77,21.11,6,3484,43,8,80.02,93.76,-13.74,8,7,8296,10947,58,26,"KASHASHA  ","MISSENYIKASHASHA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,4,3,4,4,4
"506",506,2013,"P0508041",27,11,95.48,3.57,7,8872,25,12,101.48,6,7,8792,34,13,91.91,101.47,-9.56,7,7,4706,9244,55,31,"KASHEKYA  ","MISSENYIKASHEKYA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Kagera",3,2,3,3,3,3
"507",507,2013,"P0508042",65,60,138.06,64.94,5,1265,49,40,111.67,-26.39,6,6026,59,6,73.12,101.91,-28.79,8,7,10789,9152,107,58,"KASHENYE  ","MISSENYIKASHENYE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Kagera",4,4,4,4,3,4
